nama_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,rasio_keketatan
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411016,TEKNOLOGI HASIL HUTAN,Sarjana,44,321.0,Tidak Ada,0.1371
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411017,TEKNIK INDUSTRI PERTANIAN,Sarjana,52,881.0,Tidak Ada,0.059
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411018,TEKNOLOGI PANGAN,Sarjana,52,1279.0,Tidak Ada,0.0407
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411019,NUTRISI DAN TEKNOLOGI PAKAN,Sarjana,64,505.0,Tidak Ada,0.1267
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411020,TEKNOLOGI PRODUKSI TERNAK,Sarjana,48,319.0,Tidak Ada,0.1505
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411021,TEKNIK SIPIL DAN LINGKUNGAN,Sarjana,40,744.0,Tidak Ada,0.0538
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411022,TEKNOLOGI DAN MANAJEMEN PERIKANAN BUDIDAYA,Sarjana,48,259.0,Tidak Ada,0.1853
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411023,EKONOMI PEMBANGUNAN,Sarjana,52,690.0,Tidak Ada,0.0754
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411024,MANAJEMEN,Sarjana,52,1399.0,Tidak Ada,0.0372
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411025,ILMU GIZI,Sarjana,40,1170.0,Tidak Ada,0.0342
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411026,ILMU EKONOMI SYARIAH,Sarjana,52,531.0,Tidak Ada,0.0979
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411027,MANAJEMEN SUMBERDAYA LAHAN,Sarjana,36,402.0,Tidak Ada,0.0896
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411028,PROTEKSI TANAMAN,Sarjana,40,358.0,Tidak Ada,0.1117
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411029,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,264.0,Tidak Ada,0.1515
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411030,TEKNOLOGI HASIL PERAIRAN,Sarjana,42,238.0,Tidak Ada,0.1765
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411031,TEKNOLOGI DAN MANAJEMEN PERIKANAN TANGKAP,Sarjana,48,229.0,Tidak Ada,0.2096
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411032,SILVIKULTUR,Sarjana,44,338.0,Tidak Ada,0.1302
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411033,METEOROLOGI TERAPAN,Sarjana,40,341.0,Tidak Ada,0.1173
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411034,MATEMATIKA,Sarjana,44,390.0,Tidak Ada,0.1128
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411035,FISIKA,Sarjana,48,264.0,Tidak Ada,0.1818
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411036,ILMU KELUARGA DAN KONSUMEN,Sarjana,48,474.0,Tidak Ada,0.1013
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411037,BISNIS,Sarjana,96,1140.0,Tidak Ada,0.0842
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411038,TEKNOLOGI HASIL TERNAK,Sarjana,40,305.0,Tidak Ada,0.1311
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411039,AKTUARIA,Sarjana,38,591.0,Tidak Ada,0.0643
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411063,KEDOKTERAN,Sarjana,10,716.0,Tidak Ada,0.014
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411064,SAINS BIOMEDIS,Sarjana,20,444.0,Tidak Ada,0.045
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411070,SMART AGRICULTURE,Sarjana,16,297.0,Tidak Ada,0.0539
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411071,BIOINFORMATIKA,Sarjana,20,182.0,Tidak Ada,0.1099
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411072,KECERDASAN BUATAN,Sarjana,28,619.0,Tidak Ada,0.0452
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411074,TEKNIK MESIN,Sarjana,24,,Tidak Ada,
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13411076,TEKNIK KIMIA,Sarjana,24,,Tidak Ada,
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412042,KOMUNIKASI DIGITAL DAN MEDIA,Sarjana Terapan,84,1377.0,Tidak Ada,0.061
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412043,KOMUNIKASI DIGITAL DAN MEDIA (KAMPUS SUKABUMI),Sarjana Terapan,54,309.0,Tidak Ada,0.1748
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412044,EKOWISATA,Sarjana Terapan,40,420.0,Tidak Ada,0.0952
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412045,EKOWISATA (KAMPUS SUKABUMI),Sarjana Terapan,36,189.0,Tidak Ada,0.1905
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412046,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,56,635.0,Tidak Ada,0.0882
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412047,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,56,545.0,Tidak Ada,0.1028
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412048,SUPERVISOR JAMINAN MUTU PANGAN,Sarjana Terapan,56,575.0,Tidak Ada,0.0974
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412049,MANAJEMEN INDUSTRI JASA MAKANAN DAN GIZI,Sarjana Terapan,56,639.0,Tidak Ada,0.0876
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412050,TEKNOLOGI DAN MANAJEMEN PEMBENIHAN IKAN,Sarjana Terapan,28,147.0,Tidak Ada,0.1905
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412051,TEKNOLOGI DAN MANAJEMEN PEMBENIHAN IKAN (KAMPUS SUKABUMI),Sarjana Terapan,28,79.0,Tidak Ada,0.3544
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412052,TEKNOLOGI DAN MANAJEMEN TERNAK,Sarjana Terapan,28,266.0,Tidak Ada,0.1053
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412053,TEKNOLOGI DAN MANAJEMEN TERNAK (KAMPUS SUKABUMI),Sarjana Terapan,28,109.0,Tidak Ada,0.2569
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412054,MANAJEMEN AGRIBISNIS,Sarjana Terapan,112,852.0,Tidak Ada,0.1315
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412055,MANAJEMEN AGRIBISNIS (KAMPUS SUKABUMI),Sarjana Terapan,36,248.0,Tidak Ada,0.1452
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412056,MANAJEMEN INDUSTRI,Sarjana Terapan,56,566.0,Tidak Ada,0.0989
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412057,ANALISIS KIMIA,Sarjana Terapan,56,489.0,Tidak Ada,0.1145
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412058,TEKNIK DAN MANAJEMEN LINGKUNGAN,Sarjana Terapan,56,588.0,Tidak Ada,0.0952
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412059,AKUNTANSI,Sarjana Terapan,112,1188.0,Tidak Ada,0.0943
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412060,PARAMEDIK VETERINER,Sarjana Terapan,34,211.0,Tidak Ada,0.1611
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412061,TEKNOLOGI DAN MANAJEMEN PRODUKSI PERKEBUNAN,Sarjana Terapan,42,291.0,Tidak Ada,0.1443
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412062,TEKNOLOGI PRODUKSI DAN PENGEMBANGAN MASYARAKAT PERTANIAN,Sarjana Terapan,28,265.0,Tidak Ada,0.1057
INSTITUT PERTANIAN BOGOR,1341,PTN Akademik,13412073,PEMULIAAN TANAMAN DAN TEKNOLOGI BENIH,Sarjana Terapan,28,,Tidak Ada,
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421001,PENDIDIKAN MATEMATIKA,Sarjana,60,420.0,Tidak Ada,0.1429
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421002,PENDIDIKAN BIOLOGI,Sarjana,58,429.0,Tidak Ada,0.1352
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421003,AGROTEKNOLOGI,Sarjana,53,391.0,Tidak Ada,0.1355
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421004,AGRIBISNIS,Sarjana,68,485.0,Tidak Ada,0.1402
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421005,TEKNIK SIPIL,Sarjana,52,463.0,Tidak Ada,0.1123
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421006,TEKNIK ELEKTRO,Sarjana,38,245.0,Tidak Ada,0.1551
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421007,INFORMATIKA,Sarjana,70,849.0,Tidak Ada,0.0824
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421008,KESEHATAN MASYARAKAT,Sarjana,66,867.0,Tidak Ada,0.0761
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421009,PENDIDIKAN FISIKA,Sarjana,39,191.0,Tidak Ada,0.2042
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421010,GIZI,Sarjana,54,791.0,Tidak Ada,0.0683
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421011,PENDIDIKAN MASYARAKAT,Sarjana,58,316.0,Tidak Ada,0.1835
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421012,PENDIDIKAN EKONOMI,Sarjana,58,336.0,Tidak Ada,0.1726
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421013,PENDIDIKAN GEOGRAFI,Sarjana,56,344.0,Tidak Ada,0.1628
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421014,PENDIDIKAN SEJARAH,Sarjana,69,446.0,Tidak Ada,0.1547
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421015,PENDIDIKAN JASMANI,Sarjana,113,464.0,Olahraga,0.2435
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421016,EKONOMI PEMBANGUNAN,Sarjana,107,586.0,Tidak Ada,0.1826
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421017,MANAJEMEN,Sarjana,129,1327.0,Tidak Ada,0.0972
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421018,AKUNTANSI,Sarjana,110,901.0,Tidak Ada,0.1221
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421020,EKONOMI SYARIAH,Sarjana,81,398.0,Tidak Ada,0.2035
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421021,ILMU POLITIK,Sarjana,75,369.0,Tidak Ada,0.2033
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421022,PENDIDIKAN BAHASA INDONESIA,Sarjana,59,730.0,Tidak Ada,0.0808
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421023,PENDIDIKAN BAHASA INGGRIS,Sarjana,71,521.0,Tidak Ada,0.1363
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421025,SISTEM INFORMASI,Sarjana,39,494.0,Tidak Ada,0.0789
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421026,MANAJEMEN MUTU HALAL,Sarjana,24,142.0,Tidak Ada,0.169
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421027,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,22,286.0,Tidak Ada,0.0769
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13421029,SAINS DATA,Sarjana,18,,Tidak Ada,
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13422028,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,24,145.0,Tidak Ada,0.1655
UNIVERSITAS SILIWANGI,1342,PTN Akademik,13423024,PERBANKAN DAN KEUANGAN,Diploma Tiga,80,318.0,Tidak Ada,0.2516
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511001,BIOLOGI,Sarjana,120,385.0,Tidak Ada,0.3117
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511002,KIMIA,Sarjana,88,321.0,Tidak Ada,0.2741
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511003,MATEMATIKA,Sarjana,88,329.0,Tidak Ada,0.2675
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511004,FISIKA,Sarjana,88,150.0,Tidak Ada,0.5867
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,60,218.0,Tidak Ada,0.2752
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511006,AKUAKULTUR,Sarjana,60,223.0,Tidak Ada,0.2691
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511007,TEKNIK PERTANIAN,Sarjana,60,448.0,Tidak Ada,0.1339
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511008,TEKNIK ELEKTRO,Sarjana,60,517.0,Tidak Ada,0.1161
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511009,TEKNIK SIPIL,Sarjana,60,594.0,Tidak Ada,0.101
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511010,PENDIDIKAN DOKTER,Sarjana,53,918.0,Tidak Ada,0.0577
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511011,KESEHATAN MASYARAKAT,Sarjana,66,946.0,Tidak Ada,0.0698
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511012,KEPERAWATAN,Sarjana,65,1359.0,Tidak Ada,0.0478
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511013,FARMASI,Sarjana,66,1198.0,Tidak Ada,0.0551
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511014,TEKNIK GEOLOGI,Sarjana,60,549.0,Tidak Ada,0.1093
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511015,ILMU KELAUTAN,Sarjana,65,218.0,Tidak Ada,0.2982
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511016,AGROTEKNOLOGI,Sarjana,90,565.0,Tidak Ada,0.1593
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511017,AGRIBISNIS,Sarjana,63,525.0,Tidak Ada,0.12
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511018,TEKNOLOGI PANGAN,Sarjana,60,655.0,Tidak Ada,0.0916
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511019,PETERNAKAN,Sarjana,95,463.0,Tidak Ada,0.2052
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511020,INFORMATIKA,Sarjana,60,868.0,Tidak Ada,0.0691
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511021,KEDOKTERAN GIGI,Sarjana,21,631.0,Tidak Ada,0.0333
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511022,ILMU GIZI,Sarjana,66,865.0,Tidak Ada,0.0763
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511023,PENDIDIKAN JASMANI,Sarjana,66,397.0,Olahraga,0.1662
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511024,TEKNIK INDUSTRI,Sarjana,48,650.0,Tidak Ada,0.0738
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511025,HUKUM,Sarjana,96,762.0,Tidak Ada,0.126
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511026,SOSIOLOGI,Sarjana,66,452.0,Tidak Ada,0.146
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511027,ADMINISTRASI PUBLIK,Sarjana,66,829.0,Tidak Ada,0.0796
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511028,MANAJEMEN,Sarjana,42,1053.0,Tidak Ada,0.0399
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511029,EKONOMI PEMBANGUNAN,Sarjana,42,527.0,Tidak Ada,0.0797
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511030,AKUNTANSI,Sarjana,42,908.0,Tidak Ada,0.0463
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511031,ILMU KOMUNIKASI,Sarjana,69,871.0,Tidak Ada,0.0792
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511032,ILMU POLITIK,Sarjana,54,304.0,Tidak Ada,0.1776
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511033,SASTRA INDONESIA,Sarjana,48,313.0,Tidak Ada,0.1534
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511034,SASTRA INGGRIS,Sarjana,48,465.0,Tidak Ada,0.1032
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511035,HUBUNGAN INTERNASIONAL,Sarjana,57,406.0,Tidak Ada,0.1404
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511036,SASTRA JEPANG,Sarjana,48,321.0,Tidak Ada,0.1495
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511037,PENDIDIKAN EKONOMI,Sarjana,30,362.0,Tidak Ada,0.0829
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511038,PENDIDIKAN BAHASA INDONESIA,Sarjana,48,672.0,Tidak Ada,0.0714
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511039,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,478.0,Tidak Ada,0.1004
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511053,MIKROBIOLOGI,Sarjana,32,169.0,Tidak Ada,0.1893
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511054,TEKNIK MESIN,Sarjana,24,341.0,Tidak Ada,0.0704
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511055,PENDIDIKAN BAHASA JEPANG,Sarjana,48,167.0,Tidak Ada,0.2874
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511056,PROTEKSI TANAMAN,Sarjana,28,122.0,Tidak Ada,0.2295
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511057,STATISTIK,Sarjana,36,259.0,Tidak Ada,0.139
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511058,BIOLOGI TERAPAN,Sarjana,32,142.0,Tidak Ada,0.2254
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511059,TEKNIK KOMPUTER,Sarjana,24,388.0,Tidak Ada,0.0619
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13511060,ARSITEKTUR,Sarjana,18,,Tidak Ada,
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513040,ADMINISTRASI BISNIS,Diploma Tiga,36,433.0,Tidak Ada,0.0831
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513041,BAHASA MANDARIN,Diploma Tiga,56,73.0,Tidak Ada,0.7671
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513042,BUDI DAYA IKAN,Diploma Tiga,48,31.0,Tidak Ada,1.5484
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513044,PERENCANAAN SUMBER DAYA LAHAN,Diploma Tiga,48,60.0,Tidak Ada,0.8
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513046,BAHASA INGGRIS,Diploma Tiga,56,135.0,Tidak Ada,0.4148
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513049,BISNIS INTERNASIONAL,Diploma Tiga,36,140.0,Tidak Ada,0.2571
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513051,ADMINISTRASI PERKANTORAN,Diploma Tiga,36,289.0,Tidak Ada,0.1246
UNIVERSITAS JENDERAL SOEDIRMAN,1351,PTN Akademik,13513052,BUDI DAYA TERNAK,Diploma Tiga,92,103.0,Tidak Ada,0.8932
UNIVERSITAS TIDAR,1352,PTN Akademik,13521001,AGROTEKNOLOGI,Sarjana,45,414.0,Tidak Ada,0.1087
UNIVERSITAS TIDAR,1352,PTN Akademik,13521002,TEKNIK SIPIL,Sarjana,32,352.0,Tidak Ada,0.0909
UNIVERSITAS TIDAR,1352,PTN Akademik,13521003,TEKNIK MESIN,Sarjana,32,326.0,Tidak Ada,0.0982
UNIVERSITAS TIDAR,1352,PTN Akademik,13521004,TEKNIK ELEKTRO,Sarjana,24,218.0,Tidak Ada,0.1101
UNIVERSITAS TIDAR,1352,PTN Akademik,13521005,PETERNAKAN,Sarjana,45,298.0,Tidak Ada,0.151
UNIVERSITAS TIDAR,1352,PTN Akademik,13521006,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,32,241.0,Tidak Ada,0.1328
UNIVERSITAS TIDAR,1352,PTN Akademik,13521007,PENDIDIKAN BIOLOGI,Sarjana,24,254.0,Tidak Ada,0.0945
UNIVERSITAS TIDAR,1352,PTN Akademik,13521008,PENDIDIKAN MATEMATIKA,Sarjana,32,293.0,Tidak Ada,0.1092
UNIVERSITAS TIDAR,1352,PTN Akademik,13521009,AKUAKULTUR,Sarjana,45,163.0,Tidak Ada,0.2761
UNIVERSITAS TIDAR,1352,PTN Akademik,13521010,EKONOMI PEMBANGUNAN,Sarjana,40,465.0,Tidak Ada,0.086
UNIVERSITAS TIDAR,1352,PTN Akademik,13521011,ILMU ADMINISTRASI NEGARA,Sarjana,50,633.0,Tidak Ada,0.079
UNIVERSITAS TIDAR,1352,PTN Akademik,13521012,PENDIDIKAN BAHASA INGGRIS,Sarjana,40,364.0,Tidak Ada,0.1099
UNIVERSITAS TIDAR,1352,PTN Akademik,13521013,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,584.0,Tidak Ada,0.0685
UNIVERSITAS TIDAR,1352,PTN Akademik,13521014,HUKUM,Sarjana,50,581.0,Tidak Ada,0.0861
UNIVERSITAS TIDAR,1352,PTN Akademik,13521015,MANAJEMEN,Sarjana,40,742.0,Tidak Ada,0.0539
UNIVERSITAS TIDAR,1352,PTN Akademik,13521016,ILMU KOMUNIKASI,Sarjana,46,742.0,Tidak Ada,0.062
UNIVERSITAS TIDAR,1352,PTN Akademik,13521017,AKUNTANSI,Sarjana,40,655.0,Tidak Ada,0.0611
UNIVERSITAS TIDAR,1352,PTN Akademik,13521020,PARIWISATA,Sarjana,35,450.0,Tidak Ada,0.0778
UNIVERSITAS TIDAR,1352,PTN Akademik,13521021,TEKNOLOGI PANGAN,Sarjana,30,443.0,Tidak Ada,0.0677
UNIVERSITAS TIDAR,1352,PTN Akademik,13521022,TEKNOLOGI INFORMASI,Sarjana,16,379.0,Tidak Ada,0.0422
UNIVERSITAS TIDAR,1352,PTN Akademik,13521023,TEKNIK MEKATRONIKA,Sarjana,16,88.0,Tidak Ada,0.1818
UNIVERSITAS TIDAR,1352,PTN Akademik,13521024,TEKNIK INDUSTRI,Sarjana,16,352.0,Tidak Ada,0.0455
UNIVERSITAS TIDAR,1352,PTN Akademik,13521025,AGRIBISNIS,Sarjana,30,338.0,Tidak Ada,0.0888
UNIVERSITAS TIDAR,1352,PTN Akademik,13521026,GIZI,Sarjana,30,537.0,Tidak Ada,0.0559
UNIVERSITAS TIDAR,1352,PTN Akademik,13522019,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,12,62.0,Tidak Ada,0.1935
UNIVERSITAS TIDAR,1352,PTN Akademik,13522027,AKUNTANSI PERPAJAKAN,Sarjana Terapan,20,198.0,Tidak Ada,0.101
UNIVERSITAS TIDAR,1352,PTN Akademik,13523028,FARMASI,Diploma Tiga,24,369.0,Tidak Ada,0.065
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531001,KEDOKTERAN,Sarjana,48,1220.0,Tidak Ada,0.0393
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531002,PSIKOLOGI,Sarjana,60,1225.0,Tidak Ada,0.049
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531003,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Sarjana,36,525.0,Tidak Ada,0.0686
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531004,AGRIBISNIS,Sarjana,32,547.0,Tidak Ada,0.0585
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531005,PETERNAKAN,Sarjana,75,481.0,Tidak Ada,0.1559
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531006,ILMU DAN TEKNOLOGI PANGAN,Sarjana,24,626.0,Tidak Ada,0.0383
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531007,TEKNIK SIPIL,Sarjana,36,820.0,Tidak Ada,0.0439
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531008,ARSITEKTUR,Sarjana,26,417.0,Tidak Ada,0.0624
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531009,TEKNIK INDUSTRI,Sarjana,26,786.0,Tidak Ada,0.0331
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531010,TEKNIK MESIN,Sarjana,32,760.0,Tidak Ada,0.0421
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531011,TEKNIK KIMIA,Sarjana,24,358.0,Tidak Ada,0.067
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531012,MATEMATIKA,Sarjana,32,293.0,Tidak Ada,0.1092
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531013,FISIKA,Sarjana,27,139.0,Tidak Ada,0.1942
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531014,KIMIA,Sarjana,27,240.0,Tidak Ada,0.1125
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531015,BIOLOGI,Sarjana,27,276.0,Tidak Ada,0.0978
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531016,PERENCANAAN WILAYAH DAN KOTA (PWK),Sarjana,22,343.0,Tidak Ada,0.0641
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531017,INFORMATIKA,Sarjana,30,1157.0,Tidak Ada,0.0259
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531018,PENDIDIKAN FISIKA,Sarjana,27,122.0,Tidak Ada,0.2213
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531019,PENDIDIKAN KIMIA,Sarjana,30,213.0,Tidak Ada,0.1408
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531020,PENDIDIKAN BIOLOGI,Sarjana,20,274.0,Tidak Ada,0.073
